orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_rearth,equilibrium_temperature_K,insolation_flux_earth,stellar_temperature_K,stellar_logg_cgs,stellar_radius_sun,signal_to_noise,radius_ratio,log_orbital_period,log_planet_radius,target
0.317104485,0.551048753,0.203306735,-0.003994634,-1.178998989,-0.04002802,-0.102260283,-0.723126476,0.022210378,1.619099049,0.037057728,2.497521417,1.635178307,0
-0.024554273,-0.168744732,-0.226882693,-0.023033564,-0.85033865,-0.039868323,-0.618101459,0.463900171,-0.154002238,-0.170000339,-0.058401434,0.679265502,-0.446037955,2
-0.040170972,-0.444570318,-0.225487078,-0.023117523,-0.304452162,-0.038458526,-0.280921743,0.611216127,-0.149550058,-0.181372128,-0.059581394,-0.246828774,-0.492760434,2
-0.040841149,-0.29346568,-0.228779298,-0.023354583,-0.170449019,-0.037689321,-0.013805345,0.645212117,-0.153299262,-0.118734075,-0.061744382,-0.344404695,-0.641963974,2
-0.043438852,-0.585555479,-0.202674138,-0.022253239,0.450197116,-0.030025313,0.047500058,0.642379118,-0.153299262,0.103668297,-0.050461039,-1.003566703,-0.108403203,0
0.583036714,10.56445426,0.081637721,-0.017507088,-1.321465489,-0.040042183,-0.122403487,0.3675782,-0.117681818,0.964195835,-0.012899394,2.845151091,0.787632681,0
0.012501559,0.728794903,-0.150606957,-0.004799652,-0.885602635,-0.039898837,0.424090391,0.186266254,-0.092374687,-0.074924723,0.080276187,1.334849499,1.603636578,0
-0.008918526,0.289424812,-0.229262396,-0.023097768,-0.851749209,-0.039869369,-0.156559354,0.092777282,-0.105262578,-0.169254648,-0.061936713,1.039756066,-0.481514813,2
-0.006278601,0.083533194,-0.202674138,-0.022584136,-0.978699555,-0.03996224,-0.550665516,0.421405184,-0.149315732,-0.138494889,-0.054242639,1.084499546,-0.234395124,2
-0.038994883,-0.356438479,-0.223608365,-0.023181727,-0.437044746,-0.039016038,-0.550665516,0.421405184,-0.149315732,-0.146138223,-0.060242256,-0.105300035,-0.530459504,2
-0.029857056,-0.211736398,-0.222176965,-0.022959482,-0.761473407,-0.039766897,-0.56467818,0.461067172,-0.154470889,-0.172050989,-0.057601598,0.488143635,-0.406996229,2
-0.014300772,0.119499235,-0.210010064,-0.022831074,-0.884192075,-0.039897696,-0.06460125,0.633880121,-0.161031997,-0.08480513,-0.055677954,0.937344256,-0.343597638,2
0.041072755,0.479567859,-0.230550656,-0.023443481,-1.091544307,-0.040008248,-0.06460125,0.633880121,-0.161031997,-0.198336601,-0.062211557,1.589968852,-0.70611367,2
-0.040206044,-0.432605271,-0.066870047,-0.018460269,-0.042088114,-0.036724203,0.045748475,0.06444729,-0.094483615,1.064491289,-0.025933424,-0.251577808,0.672112132,2
-0.042320106,-0.184385878,-0.226829015,-0.021260548,0.125768454,-0.035028283,-0.096129743,0.373244198,-0.134787564,-0.14390115,-0.043163591,-0.634988625,0.180661321,0
-0.040637234,-0.108436085,-0.233986016,-0.023453358,0.000228668,-0.036341882,0.363660779,0.424238183,-0.120962373,-0.178948632,-0.06426958,-0.313087094,-0.713575149,2
-0.026450894,0.217105999,-0.031085042,-0.018356555,-0.56822677,-0.03940834,0.362784988,0.155103263,-0.098935796,0.723151184,-0.024254679,0.61734791,0.685535748,0
-0.039782035,-0.277953445,-0.231445281,-0.023038502,-0.056193708,-0.03683561,0.104426504,0.007787307,-0.093311989,0.076823418,-0.062009521,-0.19642839,-0.448710895,2
-0.006051721,1.366021187,-0.192296486,-0.021774179,-0.870086481,-0.039886574,-0.167944644,0.087111283,-0.102919325,0.029099187,-0.051273121,1.088200871,0.044330326,2
-0.037027903,-0.427446701,-0.223608365,-0.02324593,-0.483593206,-0.039171932,-0.059346501,0.696206102,-0.163609575,-0.153035866,-0.059918356,0.077508734,-0.570055245,2
-0.04098666,-0.22913932,-0.215556739,-0.022302627,0.155390202,-0.034671437,0.450364135,0.228761241,-0.089562784,0.00579634,-0.056494535,-0.36774254,-0.125974917,2
-0.042212235,-0.372773593,0.058377468,-0.018460269,0.121536776,-0.035091781,-0.111893989,0.327916212,-0.124242927,2.388652272,-0.019623521,-0.6086293,0.672112132,2
-0.013079008,2.217281939,-0.090130299,-0.020865447,-0.991394589,-0.039968419,-0.542783393,0.826524063,-0.182824248,0.206200825,-0.029605424,0.962092556,0.271503226,0
-0.041394508,-0.340582482,-0.234576469,-0.023557072,0.019976499,-0.036157755,0.192881442,0.514894156,-0.133147287,-0.167576843,-0.064715757,-0.438167462,-0.796512852,2
-0.040700455,-0.234381682,-0.22414514,-0.022885401,-0.040677555,-0.036706807,0.047500058,0.259924232,-0.110183409,-0.101396757,-0.059918619,-0.322631552,-0.369799698,2
-0.03419533,-0.347070979,-0.223966215,-0.022539687,-0.461024256,-0.039097978,0.047500058,0.259924232,-0.110183409,-0.163289119,-0.057018833,0.272561557,-0.216251886,2
-0.020137708,-0.143499752,-0.215198889,-0.022974298,-0.908171585,-0.039917278,-0.464837952,0.733035091,-0.169233382,-0.144087573,-0.056463959,0.803525217,-0.414651201,2
-0.032143639,-0.190573584,-0.233055606,-0.023186665,-0.490646003,-0.039193701,0.170110864,0.19759825,-0.110886385,-0.069145617,-0.062413155,0.383706862,-0.533435613,2
-0.038177562,-0.266308526,-0.238781207,-0.02360646,-0.19160741,-0.037827725,0.104426504,0.007787307,-0.093311989,-0.146138223,-0.066457905,-0.022825177,-0.839304914,2
-0.037881046,-0.41532911,0.194360484,-0.017067538,-0.233924192,-0.038079912,0.392561898,0.376077197,-0.124008601,1.323805371,-0.007276798,0.004617693,0.835682583,0
-0.029508947,-0.26125953,-0.22199804,-0.023502746,-0.987162911,-0.039966137,-1.343256797,0.920013035,-0.203913524,-0.180067169,-0.059708123,0.502629632,-0.751981796,2
-0.037474002,-0.46416472,-0.21877739,-0.023423726,-0.817895783,-0.039834673,-1.343256797,0.920013035,-0.203913524,-0.161797737,-0.05861422,0.040446255,-0.691399595,2
-0.010727483,-0.050254461,-0.222176965,-0.023507685,-1.129629411,-0.040018134,-1.343256797,0.920013035,-0.203913524,-0.193489609,-0.059776492,1.007155748,-0.755927569,2
-0.041358171,-0.334717053,-0.148638781,-0.021517364,-0.154932866,-0.037589796,-0.142546691,0.682041106,-0.158454419,0.409588074,-0.042093613,-0.4315641,0.115443522,2
-0.007006764,-0.188833292,-0.130209504,-0.020781488,-0.939203892,-0.039938191,-0.187212056,0.483731165,-0.165015527,-0.165153347,-0.03295013,1.072471526,0.289526993,1
-0.042748818,-0.67061495,-0.227508931,-0.023507685,-0.438455305,-0.039022692,-1.323113593,1.024834004,-0.215864114,-0.161424891,-0.058546215,-0.752209792,-0.755927569,2
-0.03510664,0.486142296,0.017224713,-0.018944268,-0.422939152,-0.038962426,0.075525385,0.160769261,-0.13150701,1.155279181,-0.022279458,0.216129913,0.606251512,0
-0.042660757,-0.481846949,-0.224842948,-0.023334828,-0.088636574,-0.037087702,-0.573436094,0.733035091,-0.168764731,-0.080330983,-0.060520507,-0.726290067,-0.628391567,2
-0.038070158,-0.791275215,-0.232268336,-0.014884605,-0.562584532,-0.039393131,-0.573436094,0.733035091,-0.168764731,-0.208403431,0.033521641,-0.012746497,1.038616725,1
-0.041632317,-0.238034148,-0.241801461,-0.024218867,0.196296424,-0.034174667,0.104426504,0.007787307,-0.093311989,-0.21772457,-0.071254423,-0.483177353,-1.768218872,1
-0.033990431,-0.368942801,-0.192117561,-0.023181727,-1.039353609,-0.039990187,-1.726853461,1.285469927,-0.237187715,-0.10158318,-0.049824981,0.284583638,-0.530459504,2
-0.038693082,0.0145016,-0.192296486,-0.021868016,-0.166217341,-0.037655956,0.290970087,0.223095243,-0.116275867,0.178237408,-0.050806681,-0.073576964,0.01665602,2
-0.038037971,0.708319612,-0.188539061,-0.02209026,-0.422939152,-0.038965277,-0.153056189,0.622548124,-0.144863552,0.347882135,-0.04981237,-0.009757099,-0.053051454,2
-0.026806357,-0.318302444,-0.220387715,-0.023537317,-1.043585287,-0.039991708,-1.386170579,1.036166001,-0.216801415,-0.164780501,-0.058890748,0.605035677,-0.780026802,2
-0.035425669,-0.617031135,-0.22342944,-0.023547195,-0.909582144,-0.039917848,-1.386170579,1.036166001,-0.216801415,-0.17745725,-0.059040916,0.195118388,-0.788226669,2
-0.033245798,-0.075477957,-0.225809143,-0.023176788,-0.642986418,-0.039573265,-0.089999203,0.755699084,-0.17227961,-0.167203997,-0.058469278,0.326440868,-0.527494603,2
-0.003800238,0.550253805,-0.231212679,-0.023073074,-0.84892809,-0.039867088,0.170110864,0.19759825,-0.110886385,-0.077907487,-0.061457544,1.123800717,-0.467680008,2
-0.041720326,-0.091935536,-0.229244503,-0.013847465,-0.142237831,-0.037491602,-0.319456568,0.608383128,-0.157985768,-0.161238468,0.038345668,-0.500683835,1.119325315,0
-0.043326245,-0.456859789,-0.213230714,-0.008474091,0.584200259,-0.027156859,0.065891679,0.208930247,-0.120025071,-0.040809354,0.066760013,-0.955087629,1.441052207,0
-0.042310541,-0.264482293,-0.227222651,-0.022949605,0.405059215,-0.030912485,0.485395794,0.29958622,-0.095889567,-0.11370066,-0.061189874,-0.632606351,-0.40193396,2
-0.038096957,-0.041209238,-0.22521869,-0.022850829,-0.152111747,-0.037568503,0.485395794,0.29958622,-0.095889567,-0.137935621,-0.060408333,-0.015246251,-0.353025057,2
-0.031573434,-0.372960513,-0.233986016,-0.023562011,-0.595027398,-0.039471839,0.121942333,0.574387138,-0.142285974,-0.213064,-0.064378703,0.411411967,-0.800688883,0
-0.036916974,-0.32580074,-0.222176965,-0.023211359,-0.538605022,-0.039328397,-0.267784871,0.710371098,-0.16337525,-0.145206109,-0.059561928,0.086396611,-0.548487317,2
0.011717526,0.171471668,-0.225558648,-0.023324951,-1.047816965,-0.039993324,-0.267784871,0.710371098,-0.16337525,-0.196472373,-0.060789185,1.326162488,-0.621692121,2
-0.03304138,0.195255663,-0.132893379,-0.020835814,-0.535783904,-0.039321648,0.118439167,0.486564164,-0.132678637,0.282820586,-0.039524779,0.337462031,0.277911784,2
-0.043506808,-0.505781339,-0.206789413,-0.001485742,1.110338914,-0.009538814,0.312864874,-0.329339593,-0.034262016,-0.024031305,0.072887285,-1.034732919,1.726080164,0
-0.035188351,-0.086993965,-0.226614305,-0.010370576,-0.362285098,-0.03872174,0.234043641,0.206097248,-0.099638771,-0.16272985,0.040025714,0.210814667,1.341846326,0
-0.042471875,-0.389461062,-0.235381631,-0.023473114,0.280929988,-0.032981885,-0.123279279,0.038950298,-0.099170121,-0.161424891,-0.065225922,-0.674044226,-0.728713694,2
-0.03851053,-0.463326802,-0.218956315,-0.023122461,-0.452560899,-0.039067654,-0.005923221,0.90584804,-0.188916706,-0.139240581,-0.056228758,-0.055134797,-0.495597122,2
-0.044433198,-0.464444026,-0.045399044,-0.010903963,0.991851925,-0.01432049,-0.354488227,0.968174021,-0.198992693,0.324765711,0.108490759,-1.774102827,1.311534042,0
-0.035316746,-0.157271694,-0.139513605,-0.020672835,-0.452560899,-0.039067274,0.287466921,0.580053137,-0.152127636,0.108328867,-0.034503619,0.202371085,0.312255556,1
-0.026067827,-0.197792574,-0.215556739,-0.023522501,-1.088723188,-0.040007487,-1.497396096,1.183481957,-0.232501209,-0.168322534,-0.056665497,0.630352734,-0.767884965,2
-0.001609615,0.111098565,-0.217345989,-0.023586705,-1.212852415,-0.040032963,-1.497396096,1.183481957,-0.232501209,-0.185473429,-0.057774239,1.156611521,-0.821907961,2
-0.022398022,0.238505149,-0.240355747,-0.023843521,-0.682482081,-0.039646839,0.170110864,0.19759825,-0.110886385,-0.202065056,-0.067939082,0.742987854,-1.08505348,2
-0.037523056,-0.44149795,-0.232894574,-0.023897847,-0.901118788,-0.039911955,-1.497396096,1.183481957,-0.232501209,-0.20430213,-0.063147372,0.036234716,-1.154093569,2
-0.041201627,-0.414620102,-0.089414599,-0.020865447,-0.180322935,-0.037748732,-0.089999203,0.724536094,-0.166655804,0.457312305,-0.033507979,-0.403880926,0.271503226,2
-0.02390876,0.212078488,-0.224556668,-0.023344706,-0.841875293,-0.039860624,-0.231877421,0.789695074,-0.176028815,-0.17410164,-0.060091883,0.699025675,-0.635148519,2
-0.043327282,-0.397747861,-0.099613326,-0.019685083,0.62933816,-0.026096683,-0.105763449,-0.040373679,-0.088859808,1.256879594,-0.036391285,-0.955517669,0.493389663,2
-0.026479789,-0.480643784,0.146050728,-0.017773781,-0.690945438,-0.039661573,0.043996892,0.441236178,-0.135959191,0.400826204,-0.010195412,0.616355996,0.756981566,1
-0.037786124,0.425640283,-0.236437289,-0.01586248,-0.415886355,-0.038938471,-0.002420056,0.653711115,-0.154939539,-0.207471317,0.015763637,0.013156608,0.954103536,0
-0.036395555,-0.235477422,-0.223966215,-0.023221237,-0.530141666,-0.039306439,-0.272163829,0.537558149,-0.15587684,-0.133461475,-0.060203798,0.126574326,-0.554589519,2
-0.035179632,0.76284877,0.060166718,-0.017931822,-0.408833558,-0.03891138,-0.0286938,0.06444729,-0.108074482,0.953196891,-0.01885234,0.211383969,0.738238297,0
0.089226458,1.00749949,-0.052556045,-0.020095,-1.163482836,-0.040025168,-0.153056189,0.622548124,-0.144863552,0.024811463,-0.030219582,1.870780723,0.423202622,2
-0.039077353,-0.210318382,-0.241218166,-0.024100336,-0.157753985,-0.037608712,0.170110864,0.19759825,-0.110886385,-0.207098471,-0.070099594,-0.114253455,-1.483169407,2
0.011629524,0.51089312,0.121001225,-0.018470147,-1.018195218,-0.039981157,-0.153056189,0.622548124,-0.144863552,0.41331653,-0.014264069,1.32517993,0.670821673,2
-0.017548503,0.120766855,-0.233485026,-0.023547195,-0.858802006,-0.039875833,-0.153056189,0.622548124,-0.144863552,-0.212318309,-0.064118984,0.866409289,-0.788226669,2
-0.04340698,-0.448351694,-0.227616286,-0.011802817,0.475587185,-0.029535197,0.002834693,0.548890146,-0.133615938,-0.161611314,0.044671075,-0.989463085,1.257653324,0
-0.042049564,0.252040755,-0.231677884,-0.023650909,-0.303041603,-0.038444268,-0.869453612,0.684874105,-0.176731791,-0.143528304,-0.063603563,-0.570851293,-0.879913465,0
-0.043356097,-0.489968313,0.026170964,-0.018909697,0.572915784,-0.027408381,0.240174182,0.438403179,-0.138771094,1.647621734,-0.020175869,-0.967580918,0.611143015,2
-0.040371119,-0.409485166,-0.22414514,-0.023255808,-0.348179504,-0.038662615,-0.428930502,0.673542109,-0.158923069,-0.102328871,-0.06035623,-0.274423146,-0.576327629,2
-0.025650707,-0.038974789,-0.204463388,-0.022806381,-0.867265362,-0.039883342,-0.661015242,0.588552134,-0.169702032,-0.087601471,-0.054540923,0.644215346,-0.331969951,2
-0.041721913,-0.500710858,-0.213051789,-0.02348793,-0.672608165,-0.039629824,-1.497396096,1.183481957,-0.232501209,-0.100464643,-0.056068483,-0.501003885,-0.740261776,2
-0.042501922,-0.480020716,-0.218240614,-0.009545803,0.272466632,-0.033101848,0.23316785,0.480898166,-0.127992131,-0.112954969,0.062117466,-0.682071503,1.386534307,0
-0.027388897,0.035385108,-0.22622067,-0.022949605,-0.609132992,-0.039502447,0.100923338,0.194765251,-0.101279048,-0.148002451,-0.060923571,0.584323849,-0.40193396,2
-0.040260224,-0.016222078,-0.239693725,-0.023650909,0.18219083,-0.03435404,0.163980324,-0.411496568,-0.019499523,-0.139613426,-0.0682835,-0.258985167,-0.879913465,2
-0.035719014,0.118618346,-0.234737501,-0.0231274,-0.370748454,-0.038755961,0.100923338,0.194765251,-0.101279048,-0.18081286,-0.062361072,0.175160923,-0.49844407,2
-0.008749904,0.333684097,-0.224449313,-0.022505116,-0.822127462,-0.039839141,0.100923338,0.194765251,-0.101279048,-0.159933509,-0.057329819,1.042710834,-0.202424025,2
-0.041548321,-0.352637766,0.15678623,-0.018771411,-0.222639717,-0.038019646,-0.446446331,0.66787611,-0.162203623,3.488360232,-0.011981774,-0.466910305,0.630410623,2
-0.012226792,-0.281326604,-0.161342458,-0.0207321,-0.877139278,-0.039892468,-0.132037193,0.412906186,-0.143926251,-0.090770659,-0.036645184,0.978798029,0.29993958,1
-0.037595079,-0.138622636,-0.198022087,-0.021764302,-0.238155871,-0.038102631,0.274330049,0.291087223,-0.093780639,-0.022912768,-0.051990309,0.029999825,0.047187607,2
-0.022409397,-0.088927623,-0.221103415,-0.023601521,-1.133861089,-0.04001918,-1.675181765,1.109823979,-0.225237125,-0.182677088,-0.05893832,0.742668054,-0.834919499,2
-0.037082465,-0.622810625,-0.227473146,-0.023591644,-0.936382773,-0.03993724,-1.675181765,1.109823979,-0.225237125,-0.200573674,-0.058777836,0.073090758,-0.826221287,2
-0.037252152,-0.422677011,-0.214304264,-0.023453358,-0.949077807,-0.039945225,-1.723350295,1.180648958,-0.226877402,-0.128800905,-0.0563029,0.059149914,-0.713575149,2
-0.009237615,0.022616519,1.241071857,-0.010908901,-0.892655432,-0.03990473,-0.074234956,0.523393153,-0.129632408,2.189552746,0.050683508,1.034126539,1.311247847,0
-0.040504161,6.718623147,-0.198379937,-0.009629762,0.031260975,-0.036042831,0.70346787,0.463900171,-0.154470889,0.319545873,0.079788934,-0.293456839,1.382099478,1
-0.041340283,0.176885911,-0.231194786,-0.017749088,-0.143648391,-0.037509758,-0.127658236,0.659377113,-0.154470889,0.023692926,-0.00389763,-0.42833866,0.759870304,0
-0.031040405,0.399321047,-0.234522791,-0.023063196,-0.365106216,-0.038734573,0.163980324,-0.411496568,-0.019499523,-0.033725289,-0.064714612,0.436255106,-0.462213458,2
-0.024426974,0.029691559,-0.221103415,-0.022821197,-0.696587675,-0.039671649,-0.051464378,0.208930247,-0.113932614,-0.163475542,-0.059155834,0.683211609,-0.338925932,2
-0.037434724,-0.198974254,0.027960215,-0.019383818,-0.44973978,-0.039056913,0.026481063,0.713204097,-0.166187153,0.49124125,-0.017355503,0.043798344,0.541254916,0
-0.043886298,-0.511410433,-0.0972873,0.011448877,1.148424018,-0.00772141,0.497656874,0.259924232,-0.116041541,-0.066908543,0.23568403,-1.244422837,2.077266811,1
-0.030453873,-0.198523067,0.031538715,-0.019052921,-0.751599492,-0.039755205,-0.590076132,0.452568175,-0.152830612,0.075518458,-0.017807319,0.462507111,0.590677297,2
-0.037262209,-0.232018322,-0.226328025,-0.02344842,-0.628880824,-0.039543417,-0.699550066,0.673542109,-0.176497466,-0.1606792,-0.061261835,0.058313904,-0.709835569,2
-0.040434685,-0.372745662,-0.234737501,-0.023769439,-0.437044746,-0.039010905,-0.699550066,0.673542109,-0.176497466,-0.1942353,-0.064995508,-0.283445562,-0.999715836,2
-0.038889202,-0.272603658,-0.228242523,-0.023285441,-0.308683841,-0.038473925,0.101799129,0.616882126,-0.149081407,-0.101956025,-0.061297761,-0.09400935,-0.595450354,2
-0.039254357,-0.252644009,-0.22500398,-0.022584136,-0.121079441,-0.037343502,0.392561898,0.381743196,-0.114401264,-0.140172694,-0.057102972,-0.133910006,-0.234395124,0
-0.042558427,0.103170567,-0.221103415,-0.011526247,0.180780271,-0.034368774,0.091289632,0.599884131,-0.145800853,-0.028505451,0.054512769,-0.697449371,1.274628216,0
-0.042002681,-0.515600026,-0.047188294,-0.020050551,-0.157753985,-0.037599777,-0.54716235,0.517727155,-0.162672274,0.825310866,-0.025594096,-0.560370358,0.431122891,2
-0.030491638,-0.07388806,-0.187107661,-0.022021117,-0.737493898,-0.039734958,-0.357991393,0.693373103,-0.156579816,-0.072501227,-0.047649415,0.460849319,-0.030695952,2
-0.037398319,0.029240372,-0.241321942,-0.02396699,-0.082994337,-0.03705928,0.163980324,-0.411496568,-0.019499523,-0.206539203,-0.070202902,0.046889386,-1.251745347,2
-0.015516299,0.200906241,-0.151501582,-0.021280303,-0.91945606,-0.039925643,-0.357991393,0.693373103,-0.156579816,-0.015455857,-0.039929666,0.911719904,0.17583198,2
-0.041193757,-0.088068219,0.047641967,-0.018425698,-0.040677555,-0.036708518,0.131576039,0.537558149,-0.137599468,0.368947909,-0.01588348,-0.402520742,0.676612153,0
-0.036154893,-0.159293441,0.559367527,-0.015793338,-0.47512985,-0.039142179,0.008965234,0.529059152,-0.155642515,2.881367671,0.016806382,0.144289484,0.960386649,0
-0.041149695,-0.44145498,-0.198379937,-0.008963029,0.000228668,-0.036350532,0.338262827,0.574387138,-0.144394901,-0.015455857,0.078741736,-0.394959095,1.416647299,0
-0.022703603,0.854547135,-0.18245561,-0.020593815,-0.56681621,-0.039402447,0.069394845,-0.411496568,-0.023717378,0.262500503,-0.049411533,0.734339174,0.32838273,2
-0.032459396,0.536331466,-0.233180854,-0.022979237,-0.345358385,-0.038651303,0.069394845,-0.411496568,-0.023717378,-0.142409768,-0.064085415,0.367824918,-0.417219491,2
-0.039086035,0.159719324,-0.237117204,-0.023344706,0.01856594,-0.036177242,0.069394845,-0.411496568,-0.023717378,-0.168508957,-0.066333587,-0.115203446,-0.635148519,2
-0.042891659,-0.183247168,-0.240141037,-0.023690419,0.718203402,-0.023714258,0.069394845,-0.411496568,-0.023717378,-0.196845219,-0.068460237,-0.796658382,-0.917857201,2
-0.04187189,-0.142060251,-0.240069467,-0.023734868,0.458660472,-0.02990421,0.163980324,-0.411496568,-0.019499523,-0.139986272,-0.068793341,-0.532019537,-0.962851168,2
0.002381148,0.626955576,-0.235596342,-0.023171849,-0.796737392,-0.039811289,0.069394845,-0.411496568,-0.023717378,-0.197777332,-0.065270263,1.212324133,-0.524540828,2
-0.033836092,-0.286461541,-0.223608365,-0.023329889,-0.729030541,-0.03972241,-0.613722502,0.755699084,-0.170873659,-0.142782613,-0.060311778,0.293490342,-0.625034717,2
0.007793731,-0.144144304,-0.226775338,-0.023320012,-1.081670391,-0.040005396,-0.613722502,0.755699084,-0.170873659,-0.194980991,-0.060200542,1.280794223,-0.618363659,2
-0.042617115,-0.246886005,-0.21949309,-0.01606497,-0.173270138,-0.037717838,-0.758228095,0.690540104,-0.18376155,-0.139799849,0.028946204,-0.713828302,0.935409124,0
-0.037402726,-0.345846329,-0.226560628,-0.023379277,-0.616185789,-0.039519177,-0.780998673,0.565888141,-0.165484177,-0.162357005,-0.061237428,0.046516069,-0.659265332,2
-0.040968896,-0.407959725,-0.235202706,-0.023759562,-0.37921181,-0.038789992,-0.780998673,0.565888141,-0.165484177,-0.191438958,-0.06539354,-0.364846866,-0.989005737,2
-0.040299606,-0.422225824,-0.134145855,-0.005560221,-0.026571961,-0.036583233,0.361033405,0.378910196,-0.116510192,0.268838878,0.08974133,-0.264424421,1.572628544,0
-0.034994014,-0.369501413,-0.067406822,-0.020420958,-0.59220628,-0.039464139,-0.239759544,0.614049126,-0.162203623,0.665173701,-0.029691313,0.223383632,0.36254966,2
-0.040557882,-0.329882907,-0.174046134,-0.021828506,-0.133774475,-0.03743162,0.135954997,0.577220137,-0.142520299,-0.048452688,-0.047540089,-0.301308143,0.028427157,2
-0.041327194,-0.155402492,-0.233073499,-0.023176788,-0.016698045,-0.036503479,-0.005923221,0.384576195,-0.125648878,-0.167017574,-0.061596374,-0.425988949,-0.527494603,2
-0.03716827,-0.273763852,-0.223966215,-0.023003931,-0.551300057,-0.03936585,-0.56467818,0.461067172,-0.154470889,-0.132529361,-0.058059736,0.06607987,-0.430188155,2
